"dataset","timestamp","allowed_miss","injected_miss","algorithm","imputable_data_cnt","correct_imputation_cnt","correct_imputation_ratio","injected_het_cnt","injected_het_hits","injected_min_homo_cnt","injected_min_homo_hits","injected_maj_homo_cnt","injected_maj_homo_hits","injected_min_all_cnt","injected_min_all_hits","injected_maj_all_cnt","injected_maj_all_hits","runtime_user_self","runtime_system_self","runtime_elapsed","runtime_user_child","runtime_system_child"
"rice_chrom_10",2015-05-22 15:01:49,"0.4","0.1","RFI_pvariables",118276,117131,0.990319253272008,0,0,15003,14261,103273,102870,30006,28522,206546,205740,225.643,596.076,4980.082,35533.813,4809.002
"rice_chrom_10",2015-05-22 15:01:46,"0.4","0.2","RFI_pvariables",237201,234656,0.989270702905974,0,0,30201,28479,207000,206177,60402,56958,414000,412354,171.239,415.405,3433.384,24274.131,3561.729
"rice_chrom_10",2015-05-22 15:19:15,"0.7","0.01","RFI_pvariables",18682,18496,0.990043892516861,0,0,2568,2463,16114,16033,5136,4926,32228,32066,329.723,1365.405,10849.636,79013.76,12452.193
"rice_chrom_10",2015-05-22 16:42:10,"0.7","0.05","RFI_pvariables",95361,94354,0.989440127515441,0,0,13543,12892,81818,81462,27086,25784,163636,162924,340.306,1374.165,10569.65,78165.211,11477.561
"rice_chrom_10",2015-05-22 16:42:09,"0.7","0.1","RFI_pvariables",190069,188139,0.989845792843651,0,0,26307,25033,163762,163106,52614,50066,327524,326212,340.087,1468.016,10119.998,73636.579,10634.322
"rice_chrom_10",2015-05-22 16:42:12,"0.7","0.2","RFI_pvariables",381292,376571,0.987618413184646,0,0,53488,50470,327804,326101,106976,100940,655608,652202,346.877,1390.479,9217.279,66680.746,10535.933
"rice_chrom_10",2015-05-22 09:26:54,"0.1","0.01","SVD",3679,3614,0.982332155477032,0,0,512,473,3167,3141,1024,946,6334,6282,143.087,0.00700000000000001,143.123,0,0
"rice_chrom_10",2015-05-22 09:26:56,"0.1","0.05","SVD",18149,17791,0.980274395283487,0,0,2358,2138,15791,15653,4716,4276,31582,31306,140.599,0.001,140.627,0,0
"rice_chrom_10",2015-05-22 09:26:56,"0.1","0.1","SVD",36148,35446,0.980579838441961,0,0,4705,4271,31443,31175,9410,8542,62886,62350,143.421,0.003,143.457,0,0
"rice_chrom_10",2015-05-22 09:26:55,"0.1","0.2","SVD",72600,71165,0.980234159779614,0,0,9542,8672,63058,62493,19084,17344,126116,124986,141.166,0.001,141.193,0,0
"rice_chrom_10",2015-05-22 09:26:58,"0.2","0.01","SVD",6602,6468,0.979703120266586,0,0,818,725,5784,5743,1636,1450,11568,11486,233.341,0.004,233.391,0,0
"rice_chrom_10",2015-05-22 09:27:01,"0.2","0.05","SVD",33246,32624,0.981290982373819,0,0,4207,3838,29039,28786,8414,7676,58078,57572,254.809,0.00600000000000001,254.863,0,0
"rice_chrom_10",2015-05-22 09:26:58,"0.2","0.1","SVD",66450,65256,0.982031602708804,0,0,8169,7453,58281,57803,16338,14906,116562,115606,228.702,0.003,228.752,0,0
"rice_chrom_10",2015-05-22 09:27:00,"0.2","0.2","SVD",133576,131113,0.981561058872851,0,0,16538,15028,117038,116085,33076,30056,234076,232170,253.096,0,253.145,0,0
"rice_chrom_10",2015-05-22 09:27:10,"0.4","0.01","SVD",11706,11492,0.981718776695712,0,0,1423,1297,10283,10195,2846,2594,20566,20390,645.972,0.001,646.098,0,0
"rice_chrom_10",2015-05-22 09:27:13,"0.4","0.05","SVD",59481,58362,0.981187269884501,0,0,7570,6879,51911,51483,15140,13758,103822,102966,547.251,0.035,547.408,0,0
"rice_chrom_10",2015-05-22 09:27:07,"0.4","0.1","SVD",118683,116368,0.980494257812829,0,0,15083,13702,103600,102666,30166,27404,207200,205332,662.109,0.001,662.239,0,0
"rice_chrom_10",2015-05-22 09:27:08,"0.4","0.2","SVD",237983,233165,0.979754856439325,0,0,30204,27267,207779,205898,60408,54534,415558,411796,599.477,0.003,599.611,0,0
"rice_chrom_10",2015-05-22 09:27:38,"0.7","0.01","SVD",18771,18408,0.980661658941985,0,0,2674,2456,16097,15952,5348,4912,32194,31904,1275.07,0.04,1275.36,0,0
"rice_chrom_10",2015-05-22 09:27:37,"0.7","0.05","SVD",95065,93107,0.979403565981171,0,0,13300,12094,81765,81013,26600,24188,163530,162026,1090.529,0.036,1090.797,0,0
"rice_chrom_10",2015-05-22 09:27:36,"0.7","0.1","SVD",190468,186432,0.97881008883382,0,0,26456,24035,164012,162397,52912,48070,328024,324794,1161.168,0.015,1161.403,0,0
"rice_chrom_10",2015-05-22 09:27:36,"0.7","0.2","SVD",380607,372448,0.978563189852,0,0,53139,48282,327468,324166,106278,96564,654936,648332,1090.088,0.001,1090.301,0,0
"rice_chrom_11",2015-05-19 17:45:50,"0.1","0.01","beagle unphased (shuffle)",4196,4010,0.955672068636797,0,0,493,374,3703,3636,986,748,7406,7272,0.00100000000000122,0.00900000000000001,501.681,517.632,111.864
"rice_chrom_11",2015-06-11 11:30:25,"0.1","0.01","beagle unphased",4330,4310,0.995381062355658,0,0,472,460,3858,3850,944,920,7716,7700,0.000999999999997669,0.00800000000000001,272.269,314.161,17.251
"rice_chrom_11",2015-06-11 12:01:56,"0.1","0.01","beagle unphased",4101,4071,0.992684711046086,0,0,450,434,3651,3637,900,868,7302,7274,0,0.00599999999999995,230.611,273.543,14.547
"rice_chrom_11",2015-06-11 14:43:41,"0.1","0.01","beagle unphased",4160,4115,0.989182692307692,0,0,485,456,3675,3659,970,912,7350,7318,0.00100000000000122,0.00700000000000001,316.077,268.801,16.256
"rice_chrom_11",2015-05-19 17:45:47,"0.1","0.05","beagle unphased (shuffle)",21216,20313,0.95743778280543,0,0,2365,1815,18851,18498,4730,3630,37702,36996,0,0.00800000000000001,464.385,424.096,89.116
"rice_chrom_11",2015-06-11 11:30:55,"0.1","0.05","beagle unphased",21196,21091,0.995046235138705,0,0,2357,2296,18839,18795,4714,4592,37678,37590,0,0.00800000000000001,264.331,306.276,15.103
"rice_chrom_11",2015-06-11 12:01:57,"0.1","0.05","beagle unphased",21178,21072,0.994994805930683,0,0,2480,2421,18698,18651,4960,4842,37396,37302,0.00100000000000122,0.00600000000000001,253.077,289.633,14.113
"rice_chrom_11",2015-06-11 14:43:42,"0.1","0.05","beagle unphased",21326,21247,0.996295601613055,0,0,2423,2377,18903,18870,4846,4754,37806,37740,0,0.00700000000000001,272.444,240.001,11.927
"rice_chrom_11",2015-05-19 17:45:48,"0.1","0.1","beagle unphased (shuffle)",42471,40568,0.955192955192955,0,0,4811,3712,37660,36856,9622,7424,75320,73712,0,0.00900000000000001,483.282,396.881,61.717
"rice_chrom_11",2015-06-11 11:31:27,"0.1","0.1","beagle unphased",42582,42356,0.994692593114461,0,0,4914,4782,37668,37574,9828,9564,75336,75148,0.000999999999997669,0.00600000000000001,274.438,312.945,15.744
"rice_chrom_11",2015-06-11 12:01:56,"0.1","0.1","beagle unphased",42296,42055,0.994302061660677,0,0,4927,4795,37369,37260,9854,9590,74738,74520,0.000999999999999446,0.00700000000000001,237.486,274.609,13.949
"rice_chrom_11",2015-06-11 14:43:42,"0.1","0.1","beagle unphased",42276,42059,0.994867064055256,0,0,4831,4708,37445,37351,9662,9416,74890,74702,0,0.00600000000000001,239.652,239.728,12.906
"rice_chrom_11",2015-05-19 17:45:47,"0.1","0.2","beagle unphased (shuffle)",84680,80398,0.949433160132263,0,0,9727,7088,74953,73310,19454,14176,149906,146621,0.00100000000000122,0.00700000000000001,511.96,419.721,152.175
"rice_chrom_11",2015-06-11 11:31:27,"0.1","0.2","beagle unphased",84634,84125,0.993985868563461,0,0,9768,9502,74866,74623,19536,19004,149732,149246,0,0.00600000000000001,308.495,363.076,16.89
"rice_chrom_11",2015-06-11 12:01:57,"0.1","0.2","beagle unphased",84627,84148,0.994339867890862,0,0,9686,9457,74941,74691,19372,18914,149882,149382,0,0.00600000000000001,286.465,332.667,15.26
"rice_chrom_11",2015-06-11 14:43:43,"0.1","0.2","beagle unphased",84796,84307,0.994233218548045,0,0,9836,9582,74960,74725,19672,19164,149920,149450,0.000999999999997669,0.00600000000000001,322.975,278.297,13.409
"rice_chrom_11",2015-05-19 17:45:55,"0.2","0.01","beagle unphased (shuffle)",8238,7882,0.95678562757951,0,0,911,683,7327,7199,1822,1366,14654,14398,0.00100000000000122,0.013,926.055,757.74,470.385
"rice_chrom_11",2015-06-11 11:32:06,"0.2","0.01","beagle unphased",8150,8119,0.996196319018405,0,0,874,862,7276,7257,1748,1724,14552,14514,0,0.00600000000000001,486.605,538.764,22.521
"rice_chrom_11",2015-06-11 12:02:03,"0.2","0.01","beagle unphased",8203,8170,0.995977081555528,0,0,918,897,7285,7273,1836,1794,14570,14546,0,0.00600000000000001,453.625,487.534,20.173
"rice_chrom_11",2015-06-11 14:43:50,"0.2","0.01","beagle unphased",8112,8076,0.995562130177515,0,0,925,901,7187,7175,1850,1802,14374,14350,0.00100000000000122,0.00700000000000001,513.441,420.319,21.176
"rice_chrom_11",2015-05-19 17:45:54,"0.2","0.05","beagle unphased (shuffle)",41760,39896,0.955363984674329,0,0,4677,3541,37083,36355,9354,7082,74166,72710,0.000999999999997669,0.00900000000000001,1029.227,877.566,296.244
"rice_chrom_11",2015-06-11 11:32:07,"0.2","0.05","beagle unphased",41263,41112,0.996340547221482,0,0,4667,4584,36596,36528,9334,9168,73192,73056,0,0.00800000000000001,527.324,577.757,21.002
"rice_chrom_11",2015-06-11 12:02:05,"0.2","0.05","beagle unphased",41296,41148,0.996416117783805,0,0,4554,4470,36742,36678,9108,8940,73484,73356,0.00100000000000122,0.005,484.978,527.272,22.269
"rice_chrom_11",2015-06-11 14:43:50,"0.2","0.05","beagle unphased",41334,41175,0.996153287850196,0,0,4645,4565,36689,36610,9290,9130,73378,73220,0.000999999999997669,0.00600000000000001,534.962,453.438,20.454
"rice_chrom_11",2015-05-19 17:45:55,"0.2","0.1","beagle unphased (shuffle)",82902,79058,0.953631999228004,0,0,9305,6935,73597,72123,18610,13870,147194,144246,0.000999999999997669,0.0239999999999999,978.255,806.876,334.416
"rice_chrom_11",2015-06-11 11:32:39,"0.2","0.1","beagle unphased",82740,82412,0.996035774715978,0,0,9212,9035,73528,73377,18424,18070,147056,146754,0,0.00700000000000001,528.63,579.058,21.361
"rice_chrom_11",2015-06-11 12:02:05,"0.2","0.1","beagle unphased",82199,81937,0.996812613292133,0,0,9220,9079,72979,72858,18440,18158,145958,145716,0.000999999999997669,0.00900000000000001,488.413,523.037,19.582
"rice_chrom_11",2015-06-11 14:43:48,"0.2","0.1","beagle unphased",82710,82398,0.996227783822996,0,0,9225,9060,73485,73338,18450,18121,146970,146676,0,0.00600000000000001,541.104,464.878,18.078
"rice_chrom_11",2015-05-19 17:45:54,"0.2","0.2","beagle unphased (shuffle)",165791,157153,0.947898257444614,0,0,18552,13131,147239,144022,37104,26262,294478,288044,0,0.018,1047.814,762.148,126.769
"rice_chrom_11",2015-06-11 12:02:04,"0.2","0.2","beagle unphased",165223,164515,0.995714882310574,0,0,18434,18038,146789,146477,36868,36076,293578,292954,0,0.005,507.514,542.152,19.346
"rice_chrom_11",2015-06-11 14:43:51,"0.2","0.2","beagle unphased",165377,164624,0.995446767083694,0,0,18652,18248,146725,146376,37304,36496,293450,292752,0.000999999999997669,0.00700000000000001,558.287,524.29,21.152
"rice_chrom_11",2015-05-19 17:46:35,"0.4","0.01","beagle unphased (shuffle)",15666,14915,0.952061789863398,0,0,1803,1347,13863,13568,3606,2694,27726,27136,0.00100000000000477,0.0129999999999999,2198.461,1688.248,67.647
"rice_chrom_11",2015-06-11 11:34:03,"0.4","0.01","beagle unphased",15401,15349,0.996623595870398,0,0,1767,1741,13634,13608,3534,3482,27268,27216,0,0.014,1050.663,1099.517,33.507
"rice_chrom_11",2015-06-11 12:02:26,"0.4","0.01","beagle unphased",15608,15568,0.997437211686315,0,0,1816,1796,13792,13772,3632,3592,27584,27544,0,0.00999999999999995,1039.725,1080.257,31.406
"rice_chrom_11",2015-06-11 14:44:10,"0.4","0.01","beagle unphased",15632,15590,0.997313203684749,0,0,1818,1789,13814,13801,3636,3578,27628,27602,0.000999999999997669,0.024,1031.619,947.977,31.105
"rice_chrom_11",2015-05-19 17:46:25,"0.4","0.05","beagle unphased (shuffle)",79121,74999,0.947902579593281,0,0,9264,6703,69857,68296,18528,13406,139714,136592,0.000999999999997669,0.0150000000000001,2117.703,1628.951,59.266
"rice_chrom_11",2015-06-11 11:33:56,"0.4","0.05","beagle unphased",78819,78580,0.996967736205737,0,0,9108,8981,69711,69599,18216,17962,139422,139198,0,0.014,1065.31,1118.978,32.6
"rice_chrom_11",2015-06-11 12:07:15,"0.4","0.05","beagle unphased",79114,78852,0.99668832317921,0,0,9116,8966,69998,69886,18232,17932,139996,139772,0,0.00800000000000001,959.109,997.779,29.633
"rice_chrom_11",2015-06-11 14:44:08,"0.4","0.05","beagle unphased",79256,79022,0.99704754214192,0,0,9161,9031,70095,69991,18322,18062,140190,139982,0.000999999999997669,0.00900000000000001,1097.735,1011.213,31.681
"rice_chrom_11",2015-05-19 17:46:38,"0.4","0.1","beagle unphased (shuffle)",158587,150094,0.946445799466539,0,0,18306,13119,140281,136975,36612,26238,280562,273950,0.00100000000000477,0.012,2059.657,1608.068,61.09
"rice_chrom_11",2015-06-11 11:34:56,"0.4","0.1","beagle unphased",159124,158559,0.996449309972097,0,0,18337,18015,140787,140544,36674,36030,281574,281088,0.00100000000000477,0.0129999999999999,1022.113,1064.773,28.673
"rice_chrom_11",2015-06-11 12:07:08,"0.4","0.1","beagle unphased",158409,157872,0.99661004109615,0,0,18381,18080,140028,139792,36762,36160,280056,279586,0,0.00900000000000001,1012.668,1043.784,30.363
"rice_chrom_11",2015-06-11 14:44:07,"0.4","0.1","beagle unphased",158464,157902,0.996453453150242,0,0,17988,17691,140476,140211,35976,35382,280952,280422,0.000999999999997669,0.00800000000000001,1130.205,1026.926,33.106
"rice_chrom_11",2015-05-19 17:46:27,"0.4","0.2","beagle unphased (shuffle)",317194,297971,0.939396709899935,0,0,36466,23995,280728,273976,72932,47990,561456,547952,0.000999999999990564,0.018,2098.883,1538.234,64.173
"rice_chrom_11",2015-06-11 11:35:49,"0.4","0.2","beagle unphased",317391,316043,0.995752872639741,0,0,36215,35464,281176,280579,72430,70928,562352,561158,0.000999999999990564,0.0089999999999999,1102.242,1161.462,33.046
"rice_chrom_11",2015-06-11 12:07:09,"0.4","0.2","beagle unphased",316532,315120,0.995539155598802,0,0,36578,35753,279954,279367,73156,71506,559908,558734,0.000999999999997669,0.00900000000000001,1076.289,1126.959,31.433
"rice_chrom_11",2015-06-11 14:44:11,"0.4","0.2","beagle unphased",317460,316097,0.995706545706546,0,0,36643,35909,280817,280188,73286,71818,561634,560376,0.000999999999997669,0.00900000000000001,1107.009,1066.73,29.862
"rice_chrom_11",2015-05-19 17:47:23,"0.7","0.01","beagle unphased (shuffle)",25998,24186,0.930302330948535,0,0,3143,1911,22855,22275,6286,3822,45710,44550,0,0.024,4223.599,3389.518,387.307
"rice_chrom_11",2015-06-11 11:36:33,"0.7","0.01","beagle unphased",25709,25611,0.996188105332763,0,0,3121,3068,22588,22543,6242,6136,45176,45086,0,0.0169999999999999,2280.071,2329.877,55.976
"rice_chrom_11",2015-06-11 12:07:43,"0.7","0.01","beagle unphased",25780,25681,0.996159813809154,0,0,3277,3218,22503,22463,6554,6436,45006,44926,0,0.0109999999999999,2415.421,2452.705,56.995
"rice_chrom_11",2015-05-19 17:47:21,"0.7","0.05","beagle unphased (shuffle)",130540,121414,0.930090393749042,0,0,16017,9827,114523,111587,32034,19654,229046,223174,0,0.0199999999999998,4297.509,3359.415,343.489
"rice_chrom_11",2015-06-11 12:08:08,"0.7","0.05","beagle unphased",130959,130403,0.995754396414145,0,0,16133,15794,114826,114609,32266,31588,229652,229218,0,0.0109999999999999,2621.613,2664.453,57.953
"rice_chrom_11",2015-06-11 14:44:55,"0.7","0.05","beagle unphased",130550,129969,0.995549597855228,0,0,16146,15788,114404,114181,32292,31576,228808,228362,0,0.012,2409.698,2329.405,78.652
"rice_chrom_11",2015-05-19 17:52:20,"0.7","0.1","beagle unphased (shuffle)",262459,243439,0.927531538259309,0,0,32284,19147,230175,224292,64568,38294,460350,448584,0,0.02,3947.132,3080.567,87.299
"rice_chrom_11",2015-06-11 12:08:16,"0.7","0.1","beagle unphased",262415,261086,0.994935502924757,0,0,32382,31534,230033,229552,64764,63068,460066,459104,0,0.012,2435.339,2448.599,58.317
"rice_chrom_11",2015-05-19 17:52:07,"0.7","0.2","beagle unphased (shuffle)",524917,483124,0.920381698439944,0,0,63987,34112,460930,449012,127974,68224,921860,898024,0,0.0210000000000001,3961.75,3009.93,113.32
"rice_chrom_11",2015-06-11 11:37:37,"0.7","0.2","beagle unphased",524263,520420,0.992669709668621,0,0,64664,62075,459599,458345,129328,124150,919198,916690,0,0.0169999999999999,2361.749,2415.11,57.366
"rice_chrom_11",2015-06-11 12:07:59,"0.7","0.2","beagle unphased",525002,521114,0.992594313926423,0,0,64696,62004,460306,459110,129392,124008,920612,918220,0.00100000000000477,0.0110000000000001,2599.638,2640.318,55.024
"rice_chrom_11",2015-06-11 15:27:36,"0.7","0.2","beagle unphased",525297,521488,0.992748863975998,0,0,64655,62042,460642,459446,129310,124084,921284,918892,0,0.016,2302.305,2322.335,51.832
"rice_chrom_11",2015-05-13 13:41:19,"0.1","0.01","kNNI",4284,4219,0.984827264239029,0,0,513,469,3771,3750,1026,938,7542,7500,23.116,0.014,23.136,0,0
"rice_chrom_11",2015-05-13 13:41:20,"0.1","0.05","kNNI",21325,20976,0.983634232121923,0,0,2490,2255,18835,18721,4980,4510,37670,37442,32.733,0.016,32.755,0,0
"rice_chrom_11",2015-05-13 13:41:20,"0.1","0.1","kNNI",42288,41601,0.983754256526674,0,0,4818,4375,37470,37226,9636,8750,74940,74452,46.106,0.022,46.138,0,0
"rice_chrom_11",2015-05-13 13:41:21,"0.1","0.2","kNNI",84866,83224,0.980651851153583,0,0,9685,8543,75181,74681,19370,17086,150362,149362,69.82,0.047,69.885,0,0
"rice_chrom_11",2015-05-13 13:41:29,"0.2","0.01","kNNI",8236,8133,0.987493929091792,0,0,926,865,7310,7268,1852,1730,14620,14536,116.098,0.159,116.279,0,0
"rice_chrom_11",2015-05-13 13:41:29,"0.2","0.05","kNNI",41286,40725,0.986411858741462,0,0,4589,4244,36697,36481,9178,8488,73394,72962,147.939,0.181,148.159,0,0
"rice_chrom_11",2015-05-13 13:41:28,"0.2","0.1","kNNI",82048,80875,0.985703490639626,0,0,9149,8439,72899,72436,18298,16878,145798,144872,158.786,0.142,158.958,0,0
"rice_chrom_11",2015-05-13 13:41:28,"0.2","0.2","kNNI",165481,162539,0.982221523921175,0,0,18479,16670,147002,145869,36958,33340,294004,291738,225.882,0.179,226.107,0,0
"rice_chrom_11",2015-05-13 13:41:44,"0.4","0.01","kNNI",15814,15625,0.988048564563045,0,0,1779,1676,14035,13949,3558,3352,28070,27898,648.892,1.084,650.097,0,0
"rice_chrom_11",2015-05-13 13:41:47,"0.4","0.05","kNNI",79604,78503,0.986169036731823,0,0,9108,8471,70496,70032,18216,16942,140992,140064,713.98,1.443,715.57,0,0
"rice_chrom_11",2015-05-13 13:41:49,"0.4","0.1","kNNI",158257,155575,0.983052882336958,0,0,18117,16646,140140,138929,36234,33292,280280,277858,766.744,1.243,768.13,0,0
"rice_chrom_11",2015-05-13 13:41:46,"0.4","0.2","kNNI",317381,310419,0.978064219345203,0,0,36761,32992,280620,277427,73522,65984,561240,554854,855.548,1.084,856.801,0,0
"rice_chrom_11",2015-05-13 13:42:21,"0.7","0.01","kNNI",25964,25255,0.97269295948236,0,0,3141,2775,22823,22480,6282,5550,45646,44960,4969.22,8.501,4982.999,0,0
"rice_chrom_11",2015-05-13 13:42:23,"0.7","0.05","kNNI",130975,127266,0.971681618629509,0,0,16050,14043,114925,113223,32100,28086,229850,226446,4586.775,8.146,4599.644,0,0
"rice_chrom_11",2015-05-13 13:42:30,"0.7","0.1","kNNI",261691,253265,0.967801720349573,0,0,31927,27522,229764,225743,63854,55044,459528,451486,4871.471,8.723,4887.158,0,0
"rice_chrom_11",2015-05-13 13:42:32,"0.7","0.2","kNNI",525145,503617,0.95900560797494,0,0,64415,52946,460730,450671,128830,105892,921460,901342,5098.911,8.97,5113.094,0,0
"rice_chrom_11",2015-05-13 13:43:08,"0.1","0.01","MNI",4269,3768,0.882642304989459,0,0,498,0,3771,3768,996,0,7542,7536,0.298,0,0.298,0,0
"rice_chrom_11",2015-05-13 13:43:09,"0.1","0.05","MNI",21056,18607,0.883691109422492,0,0,2428,33,18628,18574,4856,66,37256,37148,0.314,0,0.314,0,0
"rice_chrom_11",2015-05-13 13:43:08,"0.1","0.1","MNI",42300,37293,0.881631205673759,0,0,4998,16,37302,37277,9996,32,74604,74554,0.291,0,0.291,0,0
"rice_chrom_11",2015-05-13 13:43:09,"0.1","0.2","MNI",84590,74909,0.885553847972574,0,0,9621,167,74969,74742,19242,334,149938,149484,0.331999999999999,0,0.333,0,0
"rice_chrom_11",2015-05-13 13:43:14,"0.2","0.01","MNI",8195,7321,0.893349603416718,0,0,873,2,7322,7319,1746,4,14644,14638,0.763000000000002,0,0.763999999999999,0,0
"rice_chrom_11",2015-05-13 13:43:15,"0.2","0.05","MNI",41091,36462,0.887347594363729,0,0,4625,9,36466,36453,9250,18,72932,72906,0.658000000000001,0.002,0.660999999999998,0,0
"rice_chrom_11",2015-05-13 13:43:16,"0.2","0.1","MNI",82643,73370,0.887794489551444,0,0,9203,97,73440,73273,18406,194,146880,146546,0.683,0,0.683,0,0
"rice_chrom_11",2015-05-13 13:43:15,"0.2","0.2","MNI",165823,147193,0.887651290834203,0,0,18595,162,147228,147031,37190,324,294456,294062,0.829000000000001,0,0.829999999999998,0,0
"rice_chrom_11",2015-05-13 13:43:31,"0.4","0.01","MNI",15670,13883,0.885960433950223,0,0,1785,2,13885,13881,3570,4,27770,27762,1.25,0,1.249,0,0
"rice_chrom_11",2015-05-13 13:43:39,"0.4","0.05","MNI",79225,70134,0.885250867781635,0,0,9073,27,70152,70107,18146,54,140304,140214,1.5,0,1.499,0,0
"rice_chrom_11",2015-05-13 13:43:39,"0.4","0.1","MNI",158787,140565,0.885242494662661,0,0,18124,162,140663,140403,36248,324,281326,280806,1.466,0,1.467,0,0
"rice_chrom_11",2015-05-13 13:43:38,"0.4","0.2","MNI",316988,280349,0.884415182909132,0,0,36469,426,280519,279923,72938,852,561038,559846,1.503,0,1.503,0,0
"rice_chrom_11",2015-05-13 13:44:19,"0.7","0.01","MNI",25817,22563,0.873959019250881,0,0,3242,4,22575,22559,6484,8,45150,45118,2.995,0.016,3.00999999999999,0,0
"rice_chrom_11",2015-05-13 13:44:16,"0.7","0.05","MNI",131238,115018,0.876407747755985,0,0,16135,124,115103,114894,32270,248,230206,229788,2.90300000000001,0.0169999999999999,2.92100000000001,0,0
"rice_chrom_11",2015-05-13 13:44:11,"0.7","0.1","MNI",261861,229545,0.876591015844284,0,0,32126,253,229735,229292,64252,506,459470,458584,3.142,0.016,3.158,0,0
"rice_chrom_11",2015-05-13 13:44:07,"0.7","0.2","MNI",526048,461535,0.877362902244662,0,0,64172,817,461876,460718,128344,1634,923752,921436,2.84399999999999,0.014,2.85799999999999,0,0
"rice_chrom_11",2015-05-22 14:39:01,"0.1","0.01","RFI_pvariables",4197,4151,0.989039790326424,0,0,496,460,3701,3691,992,920,7402,7382,41.482,79.12,543.825,3359.19,259.232
"rice_chrom_11",2015-05-22 14:41:46,"0.1","0.05","RFI_pvariables",21219,20951,0.987369810075875,0,0,2438,2248,18781,18703,4876,4496,37562,37406,53.78,97.664,685.822,4277.475,359.156
"rice_chrom_11",2015-05-22 14:48:22,"0.1","0.1","RFI_pvariables",42441,41838,0.985792040715346,0,0,4829,4364,37612,37474,9658,8728,75224,74948,48.234,83.876,561.134,3612.137,328.558
"rice_chrom_11",2015-05-22 14:59:59,"0.1","0.2","RFI_pvariables",84322,82857,0.982626123668793,0,0,9708,8616,74614,74241,19416,17232,149228,148482,39.948,55.378,412.792,2607.352,212.596
"rice_chrom_11",2015-05-22 15:00:03,"0.2","0.01","RFI_pvariables",8120,8037,0.989778325123153,0,0,917,854,7203,7183,1834,1708,14406,14366,98.507,172.362,2049.526,14068.862,1670.805
"rice_chrom_11",2015-05-22 15:00:05,"0.2","0.05","RFI_pvariables",41426,40994,0.989571766523439,0,0,4657,4332,36769,36662,9314,8664,73538,73324,76.623,125.49,1484.623,10361.229,1260.365
"rice_chrom_11",2015-05-22 15:00:05,"0.2","0.1","RFI_pvariables",82883,81840,0.987415996042614,0,0,9248,8478,73635,73362,18496,16956,147270,146724,90.832,174.265,1668.339,11554.725,1412.963
"rice_chrom_11",2015-05-22 15:34:32,"0.2","0.2","RFI_pvariables",165333,163006,0.985925374849546,0,0,18509,16803,146824,146203,37018,33606,293648,292406,102.507,202.637,1714.746,11948.764,1577.924
"rice_chrom_11",2015-05-22 15:34:50,"0.4","0.01","RFI_pvariables",15830,15687,0.990966519267214,0,0,1823,1730,14007,13957,3646,3460,28014,27914,237.179,694.021,6852.89,50725.752,4702.921
"rice_chrom_11",2015-05-22 15:34:50,"0.4","0.05","RFI_pvariables",79032,78204,0.989523231096265,0,0,9220,8620,69812,69584,18440,17240,139624,139168,179.998,512.432,4951.716,37034.57,3799.968
"rice_chrom_11",2015-05-22 15:34:49,"0.4","0.1","RFI_pvariables",158281,156492,0.988697316797341,0,0,18271,16973,140010,139519,36542,33946,280020,279038,240.673,669.921,6413.058,47291.62,4732.495
"rice_chrom_11",2015-05-22 17:29:42,"0.4","0.2","RFI_pvariables",316962,312757,0.986733425457941,0,0,36601,33518,280361,279239,73202,67036,560722,558478,299.439,879.981,6819.864,49806.513,5500.146
"rice_chrom_11",2015-05-22 17:30:18,"0.7","0.01","RFI_pvariables",25945,25635,0.988051647716323,0,0,3095,2897,22850,22738,6190,5794,45700,45476,488.638,2178.436,19785.018,150841.889,16442.69
"rice_chrom_11",2015-05-22 17:30:20,"0.7","0.05","RFI_pvariables",131453,129831,0.987660989098765,0,0,16121,15031,115332,114800,32242,30062,230664,229600,490.476,2469.421,19610.925,146230.262,17138.264
"rice_chrom_11",2015-05-22 17:30:07,"0.7","0.1","RFI_pvariables",262132,258654,0.986731875543619,0,0,31915,29512,230217,229142,63830,59024,460434,458284,420.922,2016.07,16238.961,121129.599,15969.584
"rice_chrom_11",2015-05-22 23:01:32,"0.7","0.2","RFI_pvariables",525332,517374,0.98485148439463,0,0,64673,59247,460659,458127,129346,118494,921318,916254,629.652,2750.933,21191.026,157434.526,21324.051
"rice_chrom_11",2015-05-22 09:29:23,"0.1","0.01","SVD",4169,4055,0.972655313024706,0,0,472,391,3697,3664,944,782,7394,7328,165.28,0.001,165.436,0,0
"rice_chrom_11",2015-05-22 09:29:40,"0.1","0.05","SVD",21053,20407,0.969315536978103,0,0,2475,2079,18578,18328,4950,4158,37156,36656,173.359,0.083,173.611,0,0
"rice_chrom_11",2015-05-22 09:29:37,"0.1","0.1","SVD",42366,41155,0.971415757919086,0,0,4881,4091,37485,37064,9762,8182,74970,74128,191.92,0.011,192.254,0,0
"rice_chrom_11",2015-05-22 09:30:52,"0.1","0.2","SVD",85110,82576,0.970226765362472,0,0,9743,8087,75367,74489,19486,16174,150734,148978,182.311,0.024,182.49,0,0
"rice_chrom_11",2015-05-22 09:31:20,"0.2","0.01","SVD",8297,8044,0.969507050741232,0,0,959,785,7338,7259,1918,1570,14676,14518,321.168,0.095,321.669,0,0
